table,column,data_type,nullable,description
legacy_data_table_0433,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0433 used for migration from legacy system department 14
legacy_data_table_0434,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,value_str,TEXT,YES,Column 6 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0434,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0434 used for migration from legacy system department 15
legacy_data_table_0435,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,value_str,TEXT,YES,Column 6 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0435,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0435 used for migration from legacy system department 16
legacy_data_table_0436,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,value_str,TEXT,YES,Column 6 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0436,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0436 used for migration from legacy system department 17
legacy_data_table_0437,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,value_str,TEXT,YES,Column 6 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0437,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0437 used for migration from legacy system department 18
legacy_data_table_0438,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,value_str,TEXT,YES,Column 6 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0438,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0438 used for migration from legacy system department 19
legacy_data_table_0439,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,value_str,TEXT,YES,Column 6 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0439,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0439 used for migration from legacy system department 20
legacy_data_table_0440,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,value_str,TEXT,YES,Column 6 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0440,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0440 used for migration from legacy system department 1
legacy_data_table_0441,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,value_str,TEXT,YES,Column 6 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0441,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0441 used for migration from legacy system department 2
legacy_data_table_0442,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,value_str,TEXT,YES,Column 6 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0442,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0442 used for migration from legacy system department 3
legacy_data_table_0443,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,value_str,TEXT,YES,Column 6 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0443,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0443 used for migration from legacy system department 4
legacy_data_table_0444,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,value_str,TEXT,YES,Column 6 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0444,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0444 used for migration from legacy system department 5
legacy_data_table_0445,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,value_str,TEXT,YES,Column 6 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0445,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0445 used for migration from legacy system department 6
legacy_data_table_0446,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,value_str,TEXT,YES,Column 6 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0446,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0446 used for migration from legacy system department 7
legacy_data_table_0447,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,value_str,TEXT,YES,Column 6 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0447,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0447 used for migration from legacy system department 8
legacy_data_table_0448,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,value_str,TEXT,YES,Column 6 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0448,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0448 used for migration from legacy system department 9
legacy_data_table_0449,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,value_str,TEXT,YES,Column 6 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0449,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0449 used for migration from legacy system department 10
legacy_data_table_0450,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,value_str,TEXT,YES,Column 6 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0450,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0450 used for migration from legacy system department 11
legacy_data_table_0451,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,value_str,TEXT,YES,Column 6 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0451,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0451 used for migration from legacy system department 12
legacy_data_table_0452,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,value_str,TEXT,YES,Column 6 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0452,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0452 used for migration from legacy system department 13
legacy_data_table_0453,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,value_str,TEXT,YES,Column 6 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0453,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0453 used for migration from legacy system department 14
legacy_data_table_0454,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0454 used for migration from legacy system department 15
legacy_data_table_0454,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0454 used for migration from legacy system department 15
