table,column,data_type,nullable,description
target_domain_entity_0216,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 216 field 12 in modern schema
target_domain_entity_0217,id,UUID,NO,Target column for domain entity 217 field 1 in modern schema
target_domain_entity_0217,name,VARCHAR(255),NO,Target column for domain entity 217 field 2 in modern schema
target_domain_entity_0217,external_ref,VARCHAR(100),NO,Target column for domain entity 217 field 3 in modern schema
target_domain_entity_0217,state,VARCHAR(30),NO,Target column for domain entity 217 field 4 in modern schema
target_domain_entity_0217,amount,BIGINT,YES,Target column for domain entity 217 field 5 in modern schema
target_domain_entity_0217,count,INTEGER,YES,Target column for domain entity 217 field 6 in modern schema
target_domain_entity_0217,parent_ref,UUID,YES,Target column for domain entity 217 field 7 in modern schema
target_domain_entity_0217,start_time,TIMESTAMPTZ,YES,Target column for domain entity 217 field 8 in modern schema
target_domain_entity_0217,end_time,TIMESTAMPTZ,YES,Target column for domain entity 217 field 9 in modern schema
target_domain_entity_0217,metadata,JSONB,YES,Target column for domain entity 217 field 10 in modern schema
target_domain_entity_0217,created_at,TIMESTAMPTZ,YES,Target column for domain entity 217 field 11 in modern schema
target_domain_entity_0217,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 217 field 12 in modern schema
target_domain_entity_0218,id,UUID,NO,Target column for domain entity 218 field 1 in modern schema
target_domain_entity_0218,name,VARCHAR(255),NO,Target column for domain entity 218 field 2 in modern schema
target_domain_entity_0218,external_ref,VARCHAR(100),NO,Target column for domain entity 218 field 3 in modern schema
target_domain_entity_0218,state,VARCHAR(30),NO,Target column for domain entity 218 field 4 in modern schema
target_domain_entity_0218,amount,BIGINT,YES,Target column for domain entity 218 field 5 in modern schema
target_domain_entity_0218,count,INTEGER,YES,Target column for domain entity 218 field 6 in modern schema
target_domain_entity_0218,parent_ref,UUID,YES,Target column for domain entity 218 field 7 in modern schema
target_domain_entity_0218,start_time,TIMESTAMPTZ,YES,Target column for domain entity 218 field 8 in modern schema
target_domain_entity_0218,end_time,TIMESTAMPTZ,YES,Target column for domain entity 218 field 9 in modern schema
target_domain_entity_0218,metadata,JSONB,YES,Target column for domain entity 218 field 10 in modern schema
target_domain_entity_0218,created_at,TIMESTAMPTZ,YES,Target column for domain entity 218 field 11 in modern schema
target_domain_entity_0218,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 218 field 12 in modern schema
target_domain_entity_0219,id,UUID,NO,Target column for domain entity 219 field 1 in modern schema
target_domain_entity_0219,name,VARCHAR(255),NO,Target column for domain entity 219 field 2 in modern schema
target_domain_entity_0219,external_ref,VARCHAR(100),NO,Target column for domain entity 219 field 3 in modern schema
target_domain_entity_0219,state,VARCHAR(30),NO,Target column for domain entity 219 field 4 in modern schema
target_domain_entity_0219,amount,BIGINT,YES,Target column for domain entity 219 field 5 in modern schema
target_domain_entity_0219,count,INTEGER,YES,Target column for domain entity 219 field 6 in modern schema
target_domain_entity_0219,parent_ref,UUID,YES,Target column for domain entity 219 field 7 in modern schema
target_domain_entity_0219,start_time,TIMESTAMPTZ,YES,Target column for domain entity 219 field 8 in modern schema
target_domain_entity_0219,end_time,TIMESTAMPTZ,YES,Target column for domain entity 219 field 9 in modern schema
target_domain_entity_0219,metadata,JSONB,YES,Target column for domain entity 219 field 10 in modern schema
target_domain_entity_0219,created_at,TIMESTAMPTZ,YES,Target column for domain entity 219 field 11 in modern schema
target_domain_entity_0219,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 219 field 12 in modern schema
target_domain_entity_0220,id,UUID,NO,Target column for domain entity 220 field 1 in modern schema
target_domain_entity_0220,name,VARCHAR(255),NO,Target column for domain entity 220 field 2 in modern schema
target_domain_entity_0220,external_ref,VARCHAR(100),NO,Target column for domain entity 220 field 3 in modern schema
target_domain_entity_0220,state,VARCHAR(30),NO,Target column for domain entity 220 field 4 in modern schema
target_domain_entity_0220,amount,BIGINT,YES,Target column for domain entity 220 field 5 in modern schema
target_domain_entity_0220,count,INTEGER,YES,Target column for domain entity 220 field 6 in modern schema
target_domain_entity_0220,parent_ref,UUID,YES,Target column for domain entity 220 field 7 in modern schema
target_domain_entity_0220,start_time,TIMESTAMPTZ,YES,Target column for domain entity 220 field 8 in modern schema
target_domain_entity_0220,end_time,TIMESTAMPTZ,YES,Target column for domain entity 220 field 9 in modern schema
target_domain_entity_0220,metadata,JSONB,YES,Target column for domain entity 220 field 10 in modern schema
target_domain_entity_0220,created_at,TIMESTAMPTZ,YES,Target column for domain entity 220 field 11 in modern schema
target_domain_entity_0220,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 220 field 12 in modern schema
target_domain_entity_0221,id,UUID,NO,Target column for domain entity 221 field 1 in modern schema
target_domain_entity_0221,name,VARCHAR(255),NO,Target column for domain entity 221 field 2 in modern schema
target_domain_entity_0221,external_ref,VARCHAR(100),NO,Target column for domain entity 221 field 3 in modern schema
target_domain_entity_0221,state,VARCHAR(30),NO,Target column for domain entity 221 field 4 in modern schema
target_domain_entity_0221,amount,BIGINT,YES,Target column for domain entity 221 field 5 in modern schema
target_domain_entity_0221,count,INTEGER,YES,Target column for domain entity 221 field 6 in modern schema
target_domain_entity_0221,parent_ref,UUID,YES,Target column for domain entity 221 field 7 in modern schema
target_domain_entity_0221,start_time,TIMESTAMPTZ,YES,Target column for domain entity 221 field 8 in modern schema
target_domain_entity_0221,end_time,TIMESTAMPTZ,YES,Target column for domain entity 221 field 9 in modern schema
target_domain_entity_0221,metadata,JSONB,YES,Target column for domain entity 221 field 10 in modern schema
target_domain_entity_0221,created_at,TIMESTAMPTZ,YES,Target column for domain entity 221 field 11 in modern schema
target_domain_entity_0221,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 221 field 12 in modern schema
target_domain_entity_0222,id,UUID,NO,Target column for domain entity 222 field 1 in modern schema
target_domain_entity_0222,name,VARCHAR(255),NO,Target column for domain entity 222 field 2 in modern schema
target_domain_entity_0222,external_ref,VARCHAR(100),NO,Target column for domain entity 222 field 3 in modern schema
target_domain_entity_0222,state,VARCHAR(30),NO,Target column for domain entity 222 field 4 in modern schema
target_domain_entity_0222,amount,BIGINT,YES,Target column for domain entity 222 field 5 in modern schema
target_domain_entity_0222,count,INTEGER,YES,Target column for domain entity 222 field 6 in modern schema
target_domain_entity_0222,parent_ref,UUID,YES,Target column for domain entity 222 field 7 in modern schema
target_domain_entity_0222,start_time,TIMESTAMPTZ,YES,Target column for domain entity 222 field 8 in modern schema
target_domain_entity_0222,end_time,TIMESTAMPTZ,YES,Target column for domain entity 222 field 9 in modern schema
target_domain_entity_0222,metadata,JSONB,YES,Target column for domain entity 222 field 10 in modern schema
target_domain_entity_0222,created_at,TIMESTAMPTZ,YES,Target column for domain entity 222 field 11 in modern schema
target_domain_entity_0222,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 222 field 12 in modern schema
target_domain_entity_0223,id,UUID,NO,Target column for domain entity 223 field 1 in modern schema
target_domain_entity_0223,name,VARCHAR(255),NO,Target column for domain entity 223 field 2 in modern schema
target_domain_entity_0223,external_ref,VARCHAR(100),NO,Target column for domain entity 223 field 3 in modern schema
target_domain_entity_0223,state,VARCHAR(30),NO,Target column for domain entity 223 field 4 in modern schema
target_domain_entity_0223,amount,BIGINT,YES,Target column for domain entity 223 field 5 in modern schema
target_domain_entity_0223,count,INTEGER,YES,Target column for domain entity 223 field 6 in modern schema
target_domain_entity_0223,parent_ref,UUID,YES,Target column for domain entity 223 field 7 in modern schema
target_domain_entity_0223,start_time,TIMESTAMPTZ,YES,Target column for domain entity 223 field 8 in modern schema
target_domain_entity_0223,end_time,TIMESTAMPTZ,YES,Target column for domain entity 223 field 9 in modern schema
target_domain_entity_0223,metadata,JSONB,YES,Target column for domain entity 223 field 10 in modern schema
target_domain_entity_0223,created_at,TIMESTAMPTZ,YES,Target column for domain entity 223 field 11 in modern schema
target_domain_entity_0223,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 223 field 12 in modern schema
target_domain_entity_0224,id,UUID,NO,Target column for domain entity 224 field 1 in modern schema
target_domain_entity_0224,name,VARCHAR(255),NO,Target column for domain entity 224 field 2 in modern schema
target_domain_entity_0224,external_ref,VARCHAR(100),NO,Target column for domain entity 224 field 3 in modern schema
target_domain_entity_0224,state,VARCHAR(30),NO,Target column for domain entity 224 field 4 in modern schema
target_domain_entity_0224,amount,BIGINT,YES,Target column for domain entity 224 field 5 in modern schema
target_domain_entity_0224,count,INTEGER,YES,Target column for domain entity 224 field 6 in modern schema
target_domain_entity_0224,parent_ref,UUID,YES,Target column for domain entity 224 field 7 in modern schema
target_domain_entity_0224,start_time,TIMESTAMPTZ,YES,Target column for domain entity 224 field 8 in modern schema
target_domain_entity_0224,end_time,TIMESTAMPTZ,YES,Target column for domain entity 224 field 9 in modern schema
target_domain_entity_0224,metadata,JSONB,YES,Target column for domain entity 224 field 10 in modern schema
target_domain_entity_0224,created_at,TIMESTAMPTZ,YES,Target column for domain entity 224 field 11 in modern schema
target_domain_entity_0224,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 224 field 12 in modern schema
target_domain_entity_0225,id,UUID,NO,Target column for domain entity 225 field 1 in modern schema
target_domain_entity_0225,name,VARCHAR(255),NO,Target column for domain entity 225 field 2 in modern schema
target_domain_entity_0225,external_ref,VARCHAR(100),NO,Target column for domain entity 225 field 3 in modern schema
target_domain_entity_0225,state,VARCHAR(30),NO,Target column for domain entity 225 field 4 in modern schema
target_domain_entity_0225,amount,BIGINT,YES,Target column for domain entity 225 field 5 in modern schema
target_domain_entity_0225,count,INTEGER,YES,Target column for domain entity 225 field 6 in modern schema
target_domain_entity_0225,parent_ref,UUID,YES,Target column for domain entity 225 field 7 in modern schema
target_domain_entity_0225,start_time,TIMESTAMPTZ,YES,Target column for domain entity 225 field 8 in modern schema
target_domain_entity_0225,end_time,TIMESTAMPTZ,YES,Target column for domain entity 225 field 9 in modern schema
target_domain_entity_0225,metadata,JSONB,YES,Target column for domain entity 225 field 10 in modern schema
target_domain_entity_0225,created_at,TIMESTAMPTZ,YES,Target column for domain entity 225 field 11 in modern schema
target_domain_entity_0225,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 225 field 12 in modern schema
target_domain_entity_0226,id,UUID,NO,Target column for domain entity 226 field 1 in modern schema
target_domain_entity_0226,name,VARCHAR(255),NO,Target column for domain entity 226 field 2 in modern schema
target_domain_entity_0226,external_ref,VARCHAR(100),NO,Target column for domain entity 226 field 3 in modern schema
target_domain_entity_0226,state,VARCHAR(30),NO,Target column for domain entity 226 field 4 in modern schema
target_domain_entity_0226,amount,BIGINT,YES,Target column for domain entity 226 field 5 in modern schema
target_domain_entity_0226,count,INTEGER,YES,Target column for domain entity 226 field 6 in modern schema
target_domain_entity_0226,parent_ref,UUID,YES,Target column for domain entity 226 field 7 in modern schema
target_domain_entity_0226,start_time,TIMESTAMPTZ,YES,Target column for domain entity 226 field 8 in modern schema
target_domain_entity_0226,end_time,TIMESTAMPTZ,YES,Target column for domain entity 226 field 9 in modern schema
target_domain_entity_0226,metadata,JSONB,YES,Target column for domain entity 226 field 10 in modern schema
target_domain_entity_0226,created_at,TIMESTAMPTZ,YES,Target column for domain entity 226 field 11 in modern schema
target_domain_entity_0226,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 226 field 12 in modern schema
target_domain_entity_0227,id,UUID,NO,Target column for domain entity 227 field 1 in modern schema
target_domain_entity_0227,name,VARCHAR(255),NO,Target column for domain entity 227 field 2 in modern schema
target_domain_entity_0227,external_ref,VARCHAR(100),NO,Target column for domain entity 227 field 3 in modern schema
target_domain_entity_0227,state,VARCHAR(30),NO,Target column for domain entity 227 field 4 in modern schema
target_domain_entity_0227,amount,BIGINT,YES,Target column for domain entity 227 field 5 in modern schema
target_domain_entity_0227,count,INTEGER,YES,Target column for domain entity 227 field 6 in modern schema
target_domain_entity_0227,parent_ref,UUID,YES,Target column for domain entity 227 field 7 in modern schema
target_domain_entity_0227,start_time,TIMESTAMPTZ,YES,Target column for domain entity 227 field 8 in modern schema
target_domain_entity_0227,end_time,TIMESTAMPTZ,YES,Target column for domain entity 227 field 9 in modern schema
target_domain_entity_0227,metadata,JSONB,YES,Target column for domain entity 227 field 10 in modern schema
target_domain_entity_0227,created_at,TIMESTAMPTZ,YES,Target column for domain entity 227 field 11 in modern schema
target_domain_entity_0227,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 227 field 12 in modern schema
target_domain_entity_0228,id,UUID,NO,Target column for domain entity 228 field 1 in modern schema
target_domain_entity_0228,name,VARCHAR(255),NO,Target column for domain entity 228 field 2 in modern schema
target_domain_entity_0228,external_ref,VARCHAR(100),NO,Target column for domain entity 228 field 3 in modern schema
target_domain_entity_0228,state,VARCHAR(30),NO,Target column for domain entity 228 field 4 in modern schema
target_domain_entity_0228,amount,BIGINT,YES,Target column for domain entity 228 field 5 in modern schema
target_domain_entity_0228,count,INTEGER,YES,Target column for domain entity 228 field 6 in modern schema
target_domain_entity_0228,parent_ref,UUID,YES,Target column for domain entity 228 field 7 in modern schema
target_domain_entity_0228,start_time,TIMESTAMPTZ,YES,Target column for domain entity 228 field 8 in modern schema
target_domain_entity_0228,end_time,TIMESTAMPTZ,YES,Target column for domain entity 228 field 9 in modern schema
target_domain_entity_0228,metadata,JSONB,YES,Target column for domain entity 228 field 10 in modern schema
target_domain_entity_0228,created_at,TIMESTAMPTZ,YES,Target column for domain entity 228 field 11 in modern schema
target_domain_entity_0228,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 228 field 12 in modern schema
target_domain_entity_0229,id,UUID,NO,Target column for domain entity 229 field 1 in modern schema
target_domain_entity_0229,name,VARCHAR(255),NO,Target column for domain entity 229 field 2 in modern schema
target_domain_entity_0229,external_ref,VARCHAR(100),NO,Target column for domain entity 229 field 3 in modern schema
target_domain_entity_0229,state,VARCHAR(30),NO,Target column for domain entity 229 field 4 in modern schema
target_domain_entity_0229,amount,BIGINT,YES,Target column for domain entity 229 field 5 in modern schema
target_domain_entity_0229,count,INTEGER,YES,Target column for domain entity 229 field 6 in modern schema
target_domain_entity_0229,parent_ref,UUID,YES,Target column for domain entity 229 field 7 in modern schema
target_domain_entity_0229,start_time,TIMESTAMPTZ,YES,Target column for domain entity 229 field 8 in modern schema
target_domain_entity_0229,end_time,TIMESTAMPTZ,YES,Target column for domain entity 229 field 9 in modern schema
target_domain_entity_0229,metadata,JSONB,YES,Target column for domain entity 229 field 10 in modern schema
target_domain_entity_0229,created_at,TIMESTAMPTZ,YES,Target column for domain entity 229 field 11 in modern schema
target_domain_entity_0229,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 229 field 12 in modern schema
target_domain_entity_0230,id,UUID,NO,Target column for domain entity 230 field 1 in modern schema
target_domain_entity_0230,name,VARCHAR(255),NO,Target column for domain entity 230 field 2 in modern schema
target_domain_entity_0230,external_ref,VARCHAR(100),NO,Target column for domain entity 230 field 3 in modern schema
target_domain_entity_0230,state,VARCHAR(30),NO,Target column for domain entity 230 field 4 in modern schema
target_domain_entity_0230,amount,BIGINT,YES,Target column for domain entity 230 field 5 in modern schema
target_domain_entity_0230,count,INTEGER,YES,Target column for domain entity 230 field 6 in modern schema
target_domain_entity_0230,parent_ref,UUID,YES,Target column for domain entity 230 field 7 in modern schema
target_domain_entity_0230,start_time,TIMESTAMPTZ,YES,Target column for domain entity 230 field 8 in modern schema
target_domain_entity_0230,end_time,TIMESTAMPTZ,YES,Target column for domain entity 230 field 9 in modern schema
target_domain_entity_0230,metadata,JSONB,YES,Target column for domain entity 230 field 10 in modern schema
target_domain_entity_0230,created_at,TIMESTAMPTZ,YES,Target column for domain entity 230 field 11 in modern schema
target_domain_entity_0230,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 230 field 12 in modern schema
target_domain_entity_0231,id,UUID,NO,Target column for domain entity 231 field 1 in modern schema
target_domain_entity_0231,name,VARCHAR(255),NO,Target column for domain entity 231 field 2 in modern schema
target_domain_entity_0231,external_ref,VARCHAR(100),NO,Target column for domain entity 231 field 3 in modern schema
target_domain_entity_0231,state,VARCHAR(30),NO,Target column for domain entity 231 field 4 in modern schema
target_domain_entity_0231,amount,BIGINT,YES,Target column for domain entity 231 field 5 in modern schema
target_domain_entity_0231,count,INTEGER,YES,Target column for domain entity 231 field 6 in modern schema
target_domain_entity_0231,parent_ref,UUID,YES,Target column for domain entity 231 field 7 in modern schema
target_domain_entity_0231,start_time,TIMESTAMPTZ,YES,Target column for domain entity 231 field 8 in modern schema
target_domain_entity_0231,end_time,TIMESTAMPTZ,YES,Target column for domain entity 231 field 9 in modern schema
target_domain_entity_0231,metadata,JSONB,YES,Target column for domain entity 231 field 10 in modern schema
target_domain_entity_0231,created_at,TIMESTAMPTZ,YES,Target column for domain entity 231 field 11 in modern schema
target_domain_entity_0231,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 231 field 12 in modern schema
target_domain_entity_0232,id,UUID,NO,Target column for domain entity 232 field 1 in modern schema
target_domain_entity_0232,name,VARCHAR(255),NO,Target column for domain entity 232 field 2 in modern schema
target_domain_entity_0232,external_ref,VARCHAR(100),NO,Target column for domain entity 232 field 3 in modern schema
target_domain_entity_0232,state,VARCHAR(30),NO,Target column for domain entity 232 field 4 in modern schema
target_domain_entity_0232,amount,BIGINT,YES,Target column for domain entity 232 field 5 in modern schema
target_domain_entity_0232,count,INTEGER,YES,Target column for domain entity 232 field 6 in modern schema
target_domain_entity_0232,parent_ref,UUID,YES,Target column for domain entity 232 field 7 in modern schema
target_domain_entity_0232,start_time,TIMESTAMPTZ,YES,Target column for domain entity 232 field 8 in modern schema
target_domain_entity_0232,end_time,TIMESTAMPTZ,YES,Target column for domain entity 232 field 9 in modern schema
target_domain_entity_0232,metadata,JSONB,YES,Target column for domain entity 232 field 10 in modern schema
target_domain_entity_0232,created_at,TIMESTAMPTZ,YES,Target column for domain entity 232 field 11 in modern schema
target_domain_entity_0232,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 232 field 12 in modern schema
target_domain_entity_0233,id,UUID,NO,Target column for domain entity 233 field 1 in modern schema
target_domain_entity_0233,name,VARCHAR(255),NO,Target column for domain entity 233 field 2 in modern schema
target_domain_entity_0233,external_ref,VARCHAR(100),NO,Target column for domain entity 233 field 3 in modern schema
target_domain_entity_0233,state,VARCHAR(30),NO,Target column for domain entity 233 field 4 in modern schema
target_domain_entity_0233,amount,BIGINT,YES,Target column for domain entity 233 field 5 in modern schema
target_domain_entity_0233,count,INTEGER,YES,Target column for domain entity 233 field 6 in modern schema
target_domain_entity_0233,parent_ref,UUID,YES,Target column for domain entity 233 field 7 in modern schema
target_domain_entity_0233,start_time,TIMESTAMPTZ,YES,Target column for domain entity 233 field 8 in modern schema
target_domain_entity_0233,end_time,TIMESTAMPTZ,YES,Target column for domain entity 233 field 9 in modern schema
target_domain_entity_0233,metadata,JSONB,YES,Target column for domain entity 233 field 10 in modern schema
target_domain_entity_0233,created_at,TIMESTAMPTZ,YES,Target column for domain entity 233 field 11 in modern schema
target_domain_entity_0233,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 233 field 12 in modern schema
target_domain_entity_0234,id,UUID,NO,Target column for domain entity 234 field 1 in modern schema
target_domain_entity_0234,name,VARCHAR(255),NO,Target column for domain entity 234 field 2 in modern schema
target_domain_entity_0234,external_ref,VARCHAR(100),NO,Target column for domain entity 234 field 3 in modern schema
target_domain_entity_0234,state,VARCHAR(30),NO,Target column for domain entity 234 field 4 in modern schema
target_domain_entity_0234,amount,BIGINT,YES,Target column for domain entity 234 field 5 in modern schema
target_domain_entity_0234,count,INTEGER,YES,Target column for domain entity 234 field 6 in modern schema
target_domain_entity_0234,parent_ref,UUID,YES,Target column for domain entity 234 field 7 in modern schema
target_domain_entity_0234,start_time,TIMESTAMPTZ,YES,Target column for domain entity 234 field 8 in modern schema
target_domain_entity_0234,end_time,TIMESTAMPTZ,YES,Target column for domain entity 234 field 9 in modern schema
target_domain_entity_0234,metadata,JSONB,YES,Target column for domain entity 234 field 10 in modern schema
target_domain_entity_0234,created_at,TIMESTAMPTZ,YES,Target column for domain entity 234 field 11 in modern schema
target_domain_entity_0234,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 234 field 12 in modern schema
target_domain_entity_0235,id,UUID,NO,Target column for domain entity 235 field 1 in modern schema
target_domain_entity_0235,name,VARCHAR(255),NO,Target column for domain entity 235 field 2 in modern schema
target_domain_entity_0235,external_ref,VARCHAR(100),NO,Target column for domain entity 235 field 3 in modern schema
target_domain_entity_0235,state,VARCHAR(30),NO,Target column for domain entity 235 field 4 in modern schema
target_domain_entity_0235,amount,BIGINT,YES,Target column for domain entity 235 field 5 in modern schema
target_domain_entity_0235,count,INTEGER,YES,Target column for domain entity 235 field 6 in modern schema
target_domain_entity_0235,parent_ref,UUID,YES,Target column for domain entity 235 field 7 in modern schema
target_domain_entity_0235,start_time,TIMESTAMPTZ,YES,Target column for domain entity 235 field 8 in modern schema
target_domain_entity_0235,end_time,TIMESTAMPTZ,YES,Target column for domain entity 235 field 9 in modern schema
target_domain_entity_0235,metadata,JSONB,YES,Target column for domain entity 235 field 10 in modern schema
target_domain_entity_0235,created_at,TIMESTAMPTZ,YES,Target column for domain entity 235 field 11 in modern schema
target_domain_entity_0235,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 235 field 12 in modern schema
target_domain_entity_0236,id,UUID,NO,Target column for domain entity 236 field 1 in modern schema
target_domain_entity_0236,name,VARCHAR(255),NO,Target column for domain entity 236 field 2 in modern schema
target_domain_entity_0236,external_ref,VARCHAR(100),NO,Target column for domain entity 236 field 3 in modern schema
target_domain_entity_0236,state,VARCHAR(30),NO,Target column for domain entity 236 field 4 in modern schema
target_domain_entity_0236,amount,BIGINT,YES,Target column for domain entity 236 field 5 in modern schema
target_domain_entity_0236,count,INTEGER,YES,Target column for domain entity 236 field 6 in modern schema
target_domain_entity_0236,parent_ref,UUID,YES,Target column for domain entity 236 field 7 in modern schema
target_domain_entity_0236,start_time,TIMESTAMPTZ,YES,Target column for domain entity 236 field 8 in modern schema
target_domain_entity_0236,end_time,TIMESTAMPTZ,YES,Target column for domain entity 236 field 9 in modern schema
target_domain_entity_0236,metadata,JSONB,YES,Target column for domain entity 236 field 10 in modern schema
target_domain_entity_0236,created_at,TIMESTAMPTZ,YES,Target column for domain entity 236 field 11 in modern schema
target_domain_entity_0236,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 236 field 12 in modern schema
target_domain_entity_0237,id,UUID,NO,Target column for domain entity 237 field 1 in modern schema
target_domain_entity_0237,name,VARCHAR(255),NO,Target column for domain entity 237 field 2 in modern schema
target_domain_entity_0237,external_ref,VARCHAR(100),NO,Target column for domain entity 237 field 3 in modern schema
target_domain_entity_0237,state,VARCHAR(30),NO,Target column for domain entity 237 field 4 in modern schema
target_domain_entity_0237,amount,BIGINT,YES,Target column for domain entity 237 field 5 in modern schema
target_domain_entity_0237,count,INTEGER,YES,Target column for domain entity 237 field 6 in modern schema
target_domain_entity_0237,parent_ref,UUID,YES,Target column for domain entity 237 field 7 in modern schema
target_domain_entity_0237,start_time,TIMESTAMPTZ,YES,Target column for domain entity 237 field 8 in modern schema
target_domain_entity_0237,end_time,TIMESTAMPTZ,YES,Target column for domain entity 237 field 9 in modern schema
target_domain_entity_0237,metadata,JSONB,YES,Target column for domain entity 237 field 10 in modern schema
target_domain_entity_0237,created_at,TIMESTAMPTZ,YES,Target column for domain entity 237 field 11 in modern schema
target_domain_entity_0237,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 237 field 12 in modern schema
target_domain_entity_0238,id,UUID,NO,Target column for domain entity 238 field 1 in modern schema
target_domain_entity_0238,name,VARCHAR(255),NO,Target column for domain entity 238 field 2 in modern schema
target_domain_entity_0238,external_ref,VARCHAR(100),NO,Target column for domain entity 238 field 3 in modern schema
target_domain_entity_0238,state,VARCHAR(30),NO,Target column for domain entity 238 field 4 in modern schema
target_domain_entity_0238,amount,BIGINT,YES,Target column for domain entity 238 field 5 in modern schema
target_domain_entity_0238,count,INTEGER,YES,Target column for domain entity 238 field 6 in modern schema
target_domain_entity_0238,parent_ref,UUID,YES,Target column for domain entity 238 field 7 in modern schema
target_domain_entity_0238,start_time,TIMESTAMPTZ,YES,Target column for domain entity 238 field 8 in modern schema
target_domain_entity_0238,end_time,TIMESTAMPTZ,YES,Target column for domain entity 238 field 9 in modern schema
target_domain_entity_0238,metadata,JSONB,YES,Target column for domain entity 238 field 10 in modern schema
target_domain_entity_0238,created_at,TIMESTAMPTZ,YES,Target column for domain entity 238 field 11 in modern schema
target_domain_entity_0238,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 238 field 12 in modern schema
target_domain_entity_0239,id,UUID,NO,Target column for domain entity 239 field 1 in modern schema
target_domain_entity_0239,name,VARCHAR(255),NO,Target column for domain entity 239 field 2 in modern schema
target_domain_entity_0239,external_ref,VARCHAR(100),NO,Target column for domain entity 239 field 3 in modern schema
target_domain_entity_0239,state,VARCHAR(30),NO,Target column for domain entity 239 field 4 in modern schema
target_domain_entity_0239,amount,BIGINT,YES,Target column for domain entity 239 field 5 in modern schema
target_domain_entity_0239,count,INTEGER,YES,Target column for domain entity 239 field 6 in modern schema
target_domain_entity_0239,parent_ref,UUID,YES,Target column for domain entity 239 field 7 in modern schema
target_domain_entity_0239,start_time,TIMESTAMPTZ,YES,Target column for domain entity 239 field 8 in modern schema
target_domain_entity_0239,end_time,TIMESTAMPTZ,YES,Target column for domain entity 239 field 9 in modern schema
target_domain_entity_0239,metadata,JSONB,YES,Target column for domain entity 239 field 10 in modern schema
target_domain_entity_0239,created_at,TIMESTAMPTZ,YES,Target column for domain entity 239 field 11 in modern schema
target_domain_entity_0239,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 239 field 12 in modern schema
target_domain_entity_0240,id,UUID,NO,Target column for domain entity 240 field 1 in modern schema
target_domain_entity_0240,name,VARCHAR(255),NO,Target column for domain entity 240 field 2 in modern schema
target_domain_entity_0240,external_ref,VARCHAR(100),NO,Target column for domain entity 240 field 3 in modern schema
target_domain_entity_0240,state,VARCHAR(30),NO,Target column for domain entity 240 field 4 in modern schema
target_domain_entity_0240,amount,BIGINT,YES,Target column for domain entity 240 field 5 in modern schema
target_domain_entity_0240,count,INTEGER,YES,Target column for domain entity 240 field 6 in modern schema
target_domain_entity_0240,parent_ref,UUID,YES,Target column for domain entity 240 field 7 in modern schema
target_domain_entity_0240,start_time,TIMESTAMPTZ,YES,Target column for domain entity 240 field 8 in modern schema
target_domain_entity_0240,end_time,TIMESTAMPTZ,YES,Target column for domain entity 240 field 9 in modern schema
target_domain_entity_0240,metadata,JSONB,YES,Target column for domain entity 240 field 10 in modern schema
target_domain_entity_0240,created_at,TIMESTAMPTZ,YES,Target column for domain entity 240 field 11 in modern schema
target_domain_entity_0240,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 240 field 12 in modern schema
target_domain_entity_0241,id,UUID,NO,Target column for domain entity 241 field 1 in modern schema
target_domain_entity_0241,name,VARCHAR(255),NO,Target column for domain entity 241 field 2 in modern schema
target_domain_entity_0241,external_ref,VARCHAR(100),NO,Target column for domain entity 241 field 3 in modern schema
target_domain_entity_0241,state,VARCHAR(30),NO,Target column for domain entity 241 field 4 in modern schema
target_domain_entity_0241,amount,BIGINT,YES,Target column for domain entity 241 field 5 in modern schema
target_domain_entity_0241,count,INTEGER,YES,Target column for domain entity 241 field 6 in modern schema
target_domain_entity_0241,parent_ref,UUID,YES,Target column for domain entity 241 field 7 in modern schema
target_domain_entity_0241,start_time,TIMESTAMPTZ,YES,Target column for domain entity 241 field 8 in modern schema
target_domain_entity_0241,end_time,TIMESTAMPTZ,YES,Target column for domain entity 241 field 9 in modern schema
